Time,chan_0_dbm,chan_1_dbm,chan_2_dbm,chan_3_dbm,chan_4_dbm,chan_0_snr_db,chan_0_occupied,chan_1_snr_db,chan_1_occupied,chan_2_snr_db,chan_2_occupied,chan_3_snr_db,chan_3_occupied,chan_4_snr_db,chan_4_occupied,chan_0_rate_mbps,chan_1_rate_mbps,chan_2_rate_mbps,chan_3_rate_mbps,chan_4_rate_mbps
2020-06-13 10:14:01.500,-38.439219719767365,-51.297215348071205,-51.27573665708496,-37.890142984360736,-37.3042669384139,51.560780280232635,1,38.702784651928795,1,38.72426334291504,1,52.109857015639264,1,52.6957330615861,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:02.000,-54.093412422289035,-54.95064960149887,-54.74118082252069,-54.223905878286175,-56.648504445636405,35.906587577710965,1,35.04935039850113,1,35.25881917747931,1,35.776094121713825,1,33.351495554363595,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:02.500,-51.17654388218587,-55.191652493188926,-53.83088706819819,-53.38121988221591,-52.19846086255346,38.82345611781413,1,34.808347506811074,1,36.16911293180181,1,36.61878011778409,1,37.80153913744654,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:03.000,-35.51440898564772,-35.14890639392969,-33.24221658325915,-34.75171313635394,-31.994337911714968,54.48559101435228,1,54.85109360607031,1,56.75778341674085,1,55.24828686364606,1,58.005662088285035,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:03.500,-32.453068014699255,-29.510169975478124,-32.15655520717954,-46.90230969753316,-32.1067122624727,57.546931985300745,1,60.48983002452188,1,57.84344479282046,1,43.09769030246684,1,57.8932877375273,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:04.000,-36.747238530008765,-34.4944553881477,-34.67665176687534,-37.10825283393628,-36.12067861358461,53.252761469991235,1,55.5055446118523,1,55.32334823312466,1,52.89174716606372,1,53.87932138641539,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:04.500,-12.46749516883684,-14.045418816545167,-51.619191643399695,-9.60765221315407,-5.959894701663772,77.53250483116317,1,75.95458118345483,1,38.380808356600305,1,80.39234778684593,1,84.04010529833623,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:05.000,-31.615257211285076,-31.255596008768755,-31.088434427588464,-30.284811769503953,-30.55252594844436,58.38474278871493,1,58.744403991231245,1,58.91156557241153,1,59.71518823049605,1,59.447474051555645,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:05.500,-41.61525721128507,-41.61975922774113,-41.629199320015914,-41.628025065171805,-41.61826901942164,48.38474278871493,1,48.38024077225887,1,48.370800679984086,1,48.371974934828195,1,48.38173098057836,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:06.000,-44.92047800371667,-44.563753395390805,-44.50309066281618,-44.48811493945855,-43.21503828127938,45.07952199628333,1,45.436246604609195,1,45.49690933718382,1,45.51188506054145,1,46.78496171872062,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:06.500,-50.02506480376092,-45.33555021842559,-48.17059518417325,-27.166938542749055,-33.229310189295376,39.97493519623908,1,44.66444978157441,1,41.82940481582675,1,62.83306145725094,1,56.770689810704624,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:07.000,-54.08280997738369,-53.51268360388495,-53.92048326506633,-53.72929333733795,-54.04291441431498,35.91719002261631,1,36.48731639611505,1,36.07951673493367,1,36.27070666266205,1,35.95708558568502,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:07.500,-39.03123077355928,-39.24392217308875,-38.98722469905584,-39.083749081663285,-39.27391485094042,50.96876922644072,1,50.75607782691125,1,51.01277530094416,1,50.916250918336715,1,50.72608514905958,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:08.000,-90.0,-62.342605052731855,-90.0,-74.86211835608388,-66.84439221454873,0.0,0,27.657394947268145,1,0.0,0,15.137881643916115,1,23.155607785451267,1,0.25,24.0,0.25,6.0,24.0
2020-06-13 10:14:08.500,-42.40188313466908,-41.801584898361945,-41.70853182169565,-42.2026611725672,-42.65258696721047,47.59811686533092,1,48.198415101638055,1,48.29146817830435,1,47.7973388274328,1,47.34741303278953,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:09.000,-37.35513869027122,-36.76590735379253,-36.13461885111262,-36.99699611164973,-36.10358592041834,52.64486130972878,1,53.23409264620747,1,53.86538114888738,1,53.00300388835027,1,53.89641407958166,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:09.500,-57.99716376749178,-53.70791914453381,-57.2664860883845,-55.23834554801475,-59.57280460469942,32.00283623250822,1,36.29208085546619,1,32.7335139116155,1,34.761654451985244,1,30.42719539530058,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:10.000,-51.26790152276857,-51.264579746978576,-48.513296424208576,-51.226697980345634,-51.23373862165466,38.73209847723143,1,38.735420253021424,1,41.486703575791424,1,38.773302019654366,1,38.76626137834534,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:10.500,-31.871661917559205,-32.086101436608914,-31.08435347932818,-31.076933394528147,-32.16776409014574,58.12833808244079,1,57.913898563391086,1,58.91564652067182,1,58.92306660547185,1,57.83223590985426,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:11.000,-54.44082273012708,-60.379577995024015,-56.11578193156986,-57.33970564078395,-58.773845867570415,35.55917726987292,1,29.620422004975985,1,33.88421806843014,1,32.66029435921605,1,31.226154132429585,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:11.500,-36.50294496043913,-60.35385731906662,-51.374766696168386,-50.471165437924085,-51.56688324462144,53.49705503956087,1,29.64614268093338,1,38.625233303831614,1,39.528834562075915,1,38.43311675537856,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:12.000,-58.69135751254602,-58.92107941940135,-57.12168786657679,-58.263412475637665,-60.11761983214177,31.30864248745398,1,31.07892058059865,1,32.87831213342321,1,31.736587524362335,1,29.88238016785823,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:12.500,-24.932372151701596,-27.60521523783979,-90.0,-27.991231895238062,-19.276693553903115,65.0676278482984,1,62.394784762160214,1,0.0,0,62.00876810476194,1,70.72330644609688,1,24.0,24.0,0.25,24.0,24.0
2020-06-13 10:14:13.000,,,,,,,0,,0,,0,,0,,0,,,,,
2020-06-13 10:14:13.500,-41.60237723583186,-41.58864081556003,-41.570408602712455,-41.615707202977575,-41.63969363050212,48.39762276416814,1,48.41135918443997,1,48.429591397287545,1,48.384292797022425,1,48.36030636949788,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:14.000,-45.42600260289888,-44.26402787118704,-44.457418529250155,-43.14571620508462,-45.55347167924339,44.57399739710112,1,45.73597212881296,1,45.542581470749845,1,46.85428379491538,1,44.44652832075661,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:14.500,,,,,,,0,,0,,0,,0,,0,,,,,
2020-06-13 10:14:15.000,-51.27232065293521,-50.68378700281528,-50.4473122688849,-50.39607376681663,-49.131732196043345,38.72767934706479,1,39.31621299718472,1,39.5526877311151,1,39.60392623318337,1,40.868267803956655,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:15.500,-49.42551260700266,-49.41013933495336,-49.396707524815014,-49.3358532538213,-49.369139014007786,40.57448739299734,1,40.58986066504664,1,40.603292475184986,1,40.6641467461787,1,40.630860985992214,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:16.000,-10.707799366589406,-12.640873005971594,-46.13048857187059,-13.045569138900792,-6.05066211610363,79.2922006334106,1,77.3591269940284,1,43.86951142812941,1,76.95443086109921,1,83.94933788389638,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:16.500,-54.84026232135162,-53.812100257931746,-56.25363180579144,-52.99409588264481,-55.38721139300318,35.15973767864838,1,36.187899742068254,1,33.746368194208564,1,37.00590411735519,1,34.61278860699682,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:17.000,-42.10268237640357,-41.9902121970192,-42.36480700963816,-42.40314172474322,-42.59675830571585,47.89731762359643,1,48.0097878029808,1,47.63519299036184,1,47.59685827525678,1,47.40324169428415,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:17.500,-43.41877260057595,-44.950549380976085,-47.33876767104381,-47.446815402400816,-45.75862868832875,46.58122739942405,1,45.049450619023915,1,42.66123232895619,1,42.553184597599184,1,44.24137131167125,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:18.000,-32.09887723399266,-32.820314526823225,-31.856651219930807,-36.388964949848855,-24.837514193035673,57.90112276600734,1,57.179685473176775,1,58.14334878006919,1,53.611035050151145,1,65.16248580696433,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:18.500,-37.51332091142417,-38.446639625349384,-38.95762784823105,-36.84709552111942,-38.10187989204743,52.48667908857583,1,51.553360374650616,1,51.04237215176895,1,53.15290447888058,1,51.89812010795257,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:19.000,-41.31971661695723,-42.37035786681141,-44.41877047788988,-42.7346683703443,-43.59736771008328,48.68028338304277,1,47.62964213318859,1,45.58122952211012,1,47.2653316296557,1,46.40263228991672,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:19.500,-42.72242501587685,-45.45003508074857,-45.77855948436391,-46.2079120438604,-46.27339418396823,47.27757498412315,1,44.54996491925143,1,44.22144051563609,1,43.7920879561396,1,43.72660581603177,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:20.000,-42.80905579388059,-42.79269890920303,-43.44791266354153,-44.39069095050642,-43.69051492167087,47.19094420611941,1,47.20730109079697,1,46.55208733645847,1,45.60930904949358,1,46.30948507832913,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:20.500,-33.11010413264132,-32.97018781192305,-55.740127311637195,-30.191004556868187,-32.33190911210108,56.88989586735868,1,57.02981218807695,1,34.259872688362805,1,59.80899544313181,1,57.66809088789892,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:21.000,-48.0950488841776,-48.72782552787737,-54.057584129349706,-56.20163757641023,-43.04631951996657,41.9049511158224,1,41.27217447212263,1,35.942415870650294,1,33.79836242358977,1,46.95368048003343,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:21.500,-41.52471407062776,-41.53103514498205,-41.54871696616378,-41.55685578341938,-41.54584299738566,48.47528592937224,1,48.46896485501795,1,48.45128303383622,1,48.44314421658062,1,48.45415700261434,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:22.000,-38.17198266730338,-38.67138303686119,-39.109396687881954,-38.61546922856488,-38.69485803351359,51.82801733269662,1,51.32861696313881,1,50.890603312118046,1,51.38453077143512,1,51.30514196648641,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:22.500,-42.564902352715706,-42.301481215380136,-41.993164437339104,-42.115285974601655,-42.57638960545169,47.435097647284294,1,47.698518784619864,1,48.006835562660896,1,47.884714025398345,1,47.42361039454831,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:23.000,-50.179226917155646,-52.327525829081544,-52.08711454976629,-51.664704182413566,-49.964186371753,39.820773082844354,1,37.672474170918456,1,37.91288545023371,1,38.335295817586434,1,40.035813628247,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:23.500,-22.100706786397105,-19.55446229638643,-32.89256288384214,-21.461563243266475,-17.43328128784392,67.89929321360289,1,70.44553770361357,1,57.10743711615786,1,68.53843675673352,1,72.56671871215607,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:24.000,,,,,,,0,,0,,0,,0,,0,,,,,
2020-06-13 10:14:24.500,-51.35286716680616,-49.91934693179637,-50.63067720461943,-50.85842174922554,-51.30176023771886,38.64713283319384,1,40.08065306820363,1,39.36932279538057,1,39.14157825077446,1,38.69823976228114,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:25.000,-29.881276065317643,-31.755177487619257,-31.181701555227978,-30.10094852638635,-30.65230661089181,60.11872393468236,1,58.24482251238074,1,58.818298444772026,1,59.899051473613646,1,59.347693389108194,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:25.500,-32.69037094167787,-31.74593976042681,-33.2408759612948,-31.628325937721648,-33.58903322301335,57.30962905832213,1,58.25406023957319,1,56.7591240387052,1,58.37167406227835,1,56.41096677698665,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:26.000,-37.447504740486295,-37.65904730398572,-37.234821542134256,-38.07651620765316,-38.02007131027662,52.552495259513705,1,52.34095269601428,1,52.765178457865744,1,51.92348379234684,1,51.97992868972338,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:26.500,-58.115000655175265,-55.21838718854209,-56.140782441030495,-56.19986993466206,-55.18337186219504,31.884999344824735,1,34.78161281145791,1,33.859217558969505,1,33.80013006533794,1,34.81662813780496,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:27.000,-54.275939627702115,-55.20047158905256,-56.7037395706022,-56.41163124329147,-53.74054465859814,35.724060372297885,1,34.79952841094744,1,33.2962604293978,1,33.58836875670853,1,36.25945534140186,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:27.500,-54.620310707068846,-54.5862880131819,-54.499805643370614,-54.60684883874882,-54.61260789154792,35.379689292931154,1,35.4137119868181,1,35.500194356629386,1,35.39315116125118,1,35.38739210845208,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:28.000,-27.226634908050087,-90.0,-28.203918940363288,-17.953632837244314,-27.952182293596543,62.77336509194991,1,0.0,0,61.79608105963671,1,72.04636716275569,1,62.04781770640346,1,24.0,0.25,24.0,24.0,24.0
2020-06-13 10:14:28.500,-49.289951783726224,-49.32167798274932,-49.289266513193894,-49.31460765995202,-49.30277770780724,40.710048216273776,1,40.67832201725068,1,40.710733486806106,1,40.68539234004798,1,40.69722229219276,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:29.000,-49.01603524108154,-51.13066343140065,-48.165565426902965,-51.13791375832503,-35.92775789137482,40.98396475891846,1,38.86933656859935,1,41.834434573097035,1,38.86208624167497,1,54.07224210862518,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:29.500,-70.85430195324625,-69.41013933495337,-63.02366711786799,-64.46145857961363,-68.2745402170897,19.14569804675375,1,20.58986066504663,1,26.976332882132013,1,25.53854142038637,1,21.725459782910303,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:30.000,-54.50704736025537,-54.53310481456086,-54.4947336775605,-54.559615004969686,-54.52885955685639,35.49295263974463,1,35.46689518543914,1,35.5052663224395,1,35.440384995030314,1,35.47114044314361,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:30.500,-52.14939775679671,-52.33688089214514,-51.38872288586994,-52.94739214321011,-49.889424683679955,37.85060224320329,1,37.66311910785486,1,38.61127711413006,1,37.05260785678989,1,40.110575316320045,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:31.000,-44.9781487247146,-45.73746316699729,-42.33783812516713,-45.702338818383936,-45.38916735604913,45.0218512752854,1,44.26253683300271,1,47.66216187483287,1,44.297661181616064,1,44.61083264395087,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:31.500,-41.514297042875285,-41.48130399270234,-41.496676208149,-41.51459013852708,-41.515705512586,48.485702957124715,1,48.51869600729766,1,48.503323791851,1,48.48540986147292,1,48.484294487414,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:32.000,-55.987307850379935,-57.41049313866626,-56.7845208534008,-60.55247152893286,-60.6409968523673,34.012692149620065,1,32.58950686133374,1,33.2154791465992,1,29.447528471067137,1,29.3590031476327,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:32.500,-48.82316864565319,-45.189972123753606,-48.97987188040534,-51.176286291514835,-47.60778064028148,41.17683135434681,1,44.810027876246394,1,41.02012811959466,1,38.823713708485165,1,42.39221935971852,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:33.000,-30.869181544139288,-32.83364764429343,-31.07308279622687,-32.680488025666136,-30.93914730276807,59.13081845586071,1,57.16635235570657,1,58.92691720377313,1,57.319511974333864,1,59.06085269723193,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:33.500,,,,,,,0,,0,,0,,0,,0,,,,,
2020-06-13 10:14:34.000,-23.218701946177596,-70.77251650572117,-16.55061558176588,-16.38815838118154,-12.903095232993165,66.7812980538224,1,19.227483494278836,1,73.44938441823413,1,73.61184161881846,1,77.09690476700683,1,24.0,12.125,24.0,24.0,24.0
2020-06-13 10:14:34.500,,,,,,,0,,0,,0,,0,,0,,,,,
2020-06-13 10:14:35.000,-40.15160161536777,-40.383480625670245,-39.79130241411816,-40.4573781075506,-40.40131146754115,49.84839838463223,1,49.616519374329755,1,50.20869758588184,1,49.5426218924494,1,49.59868853245885,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:35.500,-41.32518482048977,-42.431285361294606,-44.27071756849729,-43.14130358442342,-42.49284695241501,48.67481517951023,1,47.568714638705394,1,45.72928243150271,1,46.85869641557658,1,47.50715304758499,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:36.000,-56.577230484837415,-55.55720935723153,-55.8757223538825,-55.80075706169624,-57.04486536505651,33.422769515162585,1,34.44279064276847,1,34.1242776461175,1,34.19924293830376,1,32.955134634943484,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:36.500,-51.06106197418738,-51.11486212238559,-51.07973303569044,-48.199902472690624,-51.11231669253641,38.93893802581262,1,38.88513787761441,1,38.92026696430956,1,41.800097527309376,1,38.88768330746359,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:37.000,,,,,,,0,,0,,0,,0,,0,,,,,
2020-06-13 10:14:37.500,-52.29298738188612,-47.72393615297396,-26.080718924970085,-54.03324377209073,-55.27136568422879,37.70701261811388,1,42.27606384702604,1,63.919281075029915,1,35.96675622790927,1,34.72863431577121,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:38.000,-39.060949226684485,-38.91161252791895,-38.73860670186241,-39.187555933886024,-38.60120913598764,50.939050773315515,1,51.08838747208105,1,51.26139329813759,1,50.812444066113976,1,51.39879086401236,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:38.500,-33.0298530357547,-32.75305743131446,-33.58697435592803,-32.47860090938803,-30.09154915103587,56.9701469642453,1,57.24694256868554,1,56.41302564407197,1,57.52139909061197,1,59.90845084896413,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:39.000,-35.76937559590962,-34.99508686273608,-36.23650085459021,-35.82559941890918,-35.47166800992863,54.23062440409038,1,55.00491313726392,1,53.76349914540979,1,54.17440058109082,1,54.52833199007137,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:39.500,-42.363224836023306,-42.547392708024375,-42.12764221654577,-42.22832195022734,-42.05460948880096,47.636775163976694,1,47.452607291975625,1,47.87235778345423,1,47.77167804977266,1,47.94539051119904,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:40.000,-63.455713277916466,-61.51664236212711,-69.94003832213521,-69.09926785410873,-63.20084853675806,26.544286722083537,1,28.483357637872892,1,20.05996167786479,1,20.90073214589127,1,26.79915146324194,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:40.500,-62.70603771728929,-62.36966188063333,-67.31427735346651,-62.09751707480976,-62.75544294176019,27.29396228271071,1,27.63033811936667,1,22.685722646533492,1,27.90248292519024,1,27.244557058239813,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:41.000,-49.37149518401984,-49.373284982033645,-49.28567061580856,-49.33496594258743,-49.319046822929245,40.62850481598016,1,40.626715017966355,1,40.71432938419144,1,40.66503405741257,1,40.680953177070755,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:41.500,-32.37410740313902,-32.69592675594805,-31.396619934290065,-33.45637784308395,-31.759218113430737,57.62589259686098,1,57.30407324405195,1,58.603380065709935,1,56.54362215691605,1,58.240781886569266,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:42.000,-37.36868979464002,-37.403142339025635,-37.066570583523514,-36.71268247337832,-35.90912102610441,52.63131020535998,1,52.596857660974365,1,52.933429416476486,1,53.28731752662168,1,54.09087897389559,1,24.0,24.0,24.0,24.0,24.0
2020-06-13 10:14:42.500,-51.14935088821721,-51.164872750005514,-41.31077578279047,-51.08502365763519,-51.174615795037816,38.85064911178279,1,38.835127249994486,1,48.68922421720953,1,38.91497634236481,1,38.825384204962184,1,24.0,24.0,24.0,24.0,24.0
